     0.00000000		     0.10000000		     0.20000000		     0.30000000		     0.40000000		     0.50000000		     0.60000000		     0.70000000		     0.80000000		     0.90000000		
      1.0000000		     0.00000000		     0.00000000		     0.00000000		     0.00000000		     0.00000000		     0.00000000		     0.00000000		     0.00000000		     0.00000000		
              1		    0.089419472		   0.0040729542		  0.00018552016		 8.4893605e-006		 1.2457687e-006		 1.8917551e-005		  0.00041494034		     0.00910977		            0.1		
              1		     0.16341006		    0.014879304		   0.0010164634		  6.208359e-005		 9.8011856e-006		  0.00010371175		   0.0015151552		    0.016632089		            0.1		
              1		     0.22525492		    0.030017939		   0.0028857306		  0.00023040588		 3.9429545e-005		  0.00029482744		   0.0030550063		    0.022906716		            0.1		
              1		     0.27746004		    0.047811815		   0.0059363482		  0.00059634959		   0.0001108769		    0.000607977		   0.0048632875		     0.02819269		            0.1		
              1		     0.32195064		    0.067096505		    0.010163411		   0.0012360941		  0.00024914241		   0.0010449281		   0.0068215252		    0.032688784		            0.1		
              1		     0.36021558		    0.087070294		    0.015479746		   0.0022101239		  0.00048073214		   0.0016003976		   0.0088486418		    0.036548558		            0.1		
              1		     0.39341418		     0.10718783		    0.021757464		   0.0035605253		  0.00083138631		   0.0022662737		    0.010890103		     0.03989149		            0.1		
              1		      0.4224555		     0.12708462		     0.02885359		   0.0053116511		   0.0013244297		   0.0030340485		    0.012910223		    0.042811234		            0.1		
              1		     0.44805747		     0.14652341		    0.036625304		   0.0074723985		   0.0019797236		   0.0038960882		    0.014886689		    0.045381779		            0.1		
              1		     0.47079111		     0.16535608		    0.044938475		    0.010039082		   0.0028131257		    0.004846172		    0.016806659		    0.047662062		            0.1		
              1		     0.49111395		     0.18349659		    0.053671938		    0.012998334		   0.0038363387		   0.0058795992		    0.018663961		    0.049699442		            0.1		
              1		     0.50939521		     0.20090176		    0.062719151		    0.016329749		   0.0050570379		   0.0069930546		    0.020457078		    0.051532318		            0.1		
              1		     0.52593502		      0.2175577		    0.071988276		    0.020008142		   0.0064791814		   0.0081843624		    0.022187693		    0.053192114		            0.1		
              1		     0.54097904		     0.23347011		    0.081401378		    0.024005401		    0.008103426		   0.0094522026		    0.023859634		     0.05470479		            0.1		
              1		     0.55472983		     0.24865751		    0.090893171		    0.028291945		   0.0099275933		    0.010795836		    0.025478102		    0.056091998		            0.1		
              1		     0.56735549		     0.26314652		     0.10040959		    0.032837841		    0.011947144		    0.012214864		    0.027049113		    0.057371962		            0.1		
              1		     0.57899649		     0.27696842		     0.10990632		    0.037613628		    0.014155634		    0.013709024		    0.028579093		    0.058560161		            0.1		
              1		     0.58977094		     0.29015694		     0.11934744		    0.042590901		    0.016545137		     0.01527804		    0.030074579		    0.059669844		            0.1		
              1		     0.59977883		     0.30274665		     0.12870414		    0.047742707		    0.019106619		    0.016921503		    0.031542012		    0.060712444		            0.1		
              1		     0.60910522		     0.31477189		     0.13795361		    0.053043789		     0.02183027		    0.018638797		    0.032987584		    0.061697891		            0.1		
              1		     0.61782299		     0.32626608		     0.14707807		    0.058470725		    0.024705783		    0.020429051		    0.034417141		    0.062634853		            0.1		
              1		     0.62599484		     0.33726133		     0.15606388		    0.064001971		    0.027722589		    0.022291116		    0.035836113		    0.063530936		            0.1		
              1		     0.63367504		     0.34778812		     0.16490087		    0.069617858		     0.03087005		     0.02422356		    0.037249477		    0.064392838		            0.1		
              1		     0.64091078		      0.3578752		      0.1735817		     0.07530053		    0.034137615		     0.02622468		    0.038661733		    0.065226468		            0.1		
              1		      0.6477433		     0.36754958		     0.18210135		    0.081033871		    0.037514939		    0.028292519		    0.040076905		    0.066037049		            0.1		
              1		     0.65420878		     0.37683648		     0.19045671		    0.086803393		    0.040991981		    0.030424896		    0.041498543		    0.066829196		            0.1		
              1		     0.66033911		     0.38575943		     0.19864619		    0.092596138		    0.044559069		     0.03261943		    0.042929741		    0.067606992		            0.1		
              1		     0.66616248		     0.39434032		     0.20666945		    0.098400552		    0.048206952		    0.034873575		    0.044373153		    0.068374034		            0.1		
              1		     0.67170397		     0.40259949		     0.21452713		     0.10420638		    0.051926831		    0.037184651		    0.045831023		     0.06913349		            0.1		
              1		      0.6769859		     0.41055584		     0.22222066		     0.11000454		    0.055710382		    0.039549871		    0.047305207		    0.069888139		            0.1		
              1		     0.68202824		     0.41822691		      0.2297521		     0.11578703		    0.059549758		    0.041966374		    0.048797206		    0.070640405		            0.1		
              1		     0.68684888		     0.42562898		     0.23712398		     0.12154681		    0.063437596		    0.044431249		    0.050308187		    0.071392395		            0.1		
              1		     0.69146396		     0.43277717		      0.2443392		     0.12727775		    0.067367004		    0.046941559		    0.051839023		    0.072145923		            0.1		
              1		     0.69588801		     0.43968551		     0.25140093		     0.13297446		    0.071331555		    0.049494361		    0.053390309		    0.072902543		            0.1		
              1		     0.70013418		     0.44636703		     0.25831255		      0.1386323		    0.075325265		    0.052086729		    0.054962398		    0.073663568		            0.1		
              1		      0.7042144		     0.45283388		     0.26507756		     0.14424724		    0.079342582		    0.054715763		    0.056555424		    0.074430093		            0.1		
              1		     0.70813952		     0.45909731		     0.27169956		     0.14981584		    0.083378361		     0.05737861		    0.058169323		    0.075203019		            0.1		
              1		     0.71191942		     0.46516783		     0.27818219		     0.15533514		    0.087427843		    0.060072471		    0.059803863		    0.075983069		            0.1		
              1		     0.71556315		     0.47105522		      0.2845291		     0.16080265		    0.091486638		    0.062794613		    0.061458659		    0.076770808		            0.1		
              1		     0.71907894		     0.47676859		     0.29074394		     0.16621627		      0.0955507		    0.065542374		    0.063133196		    0.077566654		            0.1		
