-3.76607e-010		5.43514e-010		0.402433		0.915449		-3.45925		4.22266		
-1.50719e-009		2.17399e-009		0.396769		0.917916		-3.46128		4.221		
-3.39288e-009		4.89135e-009		0.391089		0.920347		-3.46331		4.21933		
-6.03483e-009		8.69549e-009		0.385393		0.922741		-3.46534		4.21767		
-9.43419e-009		1.35863e-008		0.379682		0.925099		-3.46736		4.216		
-1.35921e-008		1.95637e-008		0.373956		0.927421		-3.46939		4.21433		
-1.85097e-008		2.66275e-008		0.368216		0.929706		-3.47141		4.21267		
-2.41881e-008		3.47777e-008		0.362461		0.931954		-3.47344		4.211		
-3.06285e-008		4.40142e-008		0.356691		0.934166		-3.47546		4.20933		
-3.78321e-008		5.43367e-008		0.350908		0.93634		-3.47749		4.20765		
-4.58e-008		6.57452e-008		0.34511		0.938478		-3.47951		4.20598		
-5.45333e-008		7.82396e-008		0.339299		0.940579		-3.48153		4.20431		
-6.40332e-008		9.18197e-008		0.333475		0.942642		-3.48355		4.20263		
-7.43009e-008		1.06485e-007		0.327637		0.944668		-3.48557		4.20096		
-8.53375e-008		1.22237e-007		0.321787		0.946657		-3.48759		4.19928		
-9.71441e-008		1.39073e-007		0.315923		0.948609		-3.4896		4.1976		
-1.09722e-007		1.56995e-007		0.310048		0.950523		-3.49162		4.19592		
-1.23072e-007		1.76001e-007		0.30416		0.9524		-3.49364		4.19424		
-1.37196e-007		1.96093e-007		0.29826		0.954238		-3.49565		4.19256		
-1.52095e-007		2.17269e-007		0.292348		0.95604		-3.49767		4.19088		
-1.67769e-007		2.39529e-007		0.286424		0.957803		-3.49968		4.1892		
-1.84221e-007		2.62874e-007		0.28049		0.959529		-3.50169		4.18751		
-2.01451e-007		2.87303e-007		0.274544		0.961216		-3.5037		4.18583		
-2.1946e-007		3.12816e-007		0.268588		0.962866		-3.50572		4.18414		
-2.3825e-007		3.39413e-007		0.26262		0.964478		-3.50773		4.18246		
-2.57821e-007		3.67094e-007		0.256643		0.966051		-3.50973		4.18077		
-2.78175e-007		3.95858e-007		0.250655		0.967587		-3.51174		4.17908		
-2.99314e-007		4.25705e-007		0.244657		0.969084		-3.51375		4.17739		
-3.21238e-007		4.56635e-007		0.23865		0.970542		-3.51576		4.1757		
-3.43948e-007		4.88648e-007		0.232633		0.971963		-3.51776		4.17401		
-3.67446e-007		5.21743e-007		0.226607		0.973345		-3.51977		4.17231		
-3.91732e-007		5.55921e-007		0.220572		0.974688		-3.52177		4.17062		
-4.16809e-007		5.91181e-007		0.214529		0.975993		-3.52377		4.16892		
-4.42676e-007		6.27523e-007		0.208477		0.977259		-3.52578		4.16723		
-4.69336e-007		6.64947e-007		0.202416		0.978487		-3.52778		4.16553		
-4.9679e-007		7.03452e-007		0.196348		0.979676		-3.52978		4.16383		
-5.25038e-007		7.43039e-007		0.190272		0.980826		-3.53178		4.16213		
-5.54082e-007		7.83706e-007		0.184188		0.981937		-3.53378		4.16043		
-5.83923e-007		8.25455e-007		0.178097		0.98301		-3.53578		4.15873		
-6.14562e-007		8.68284e-007		0.171999		0.984043		-3.53777		4.15703		
-6.46001e-007		9.12193e-007		0.165894		0.985038		-3.53977		4.15533		
-6.7824e-007		9.57182e-007		0.159783		0.985993		-3.54176		4.15362		
-7.11282e-007		1.00325e-006		0.153665		0.98691		-3.54376		4.15192		
-7.45126e-007		1.0504e-006		0.147541		0.987787		-3.54575		4.15021		
-7.79774e-007		1.09863e-006		0.141411		0.988625		-3.54775		4.1485		
-8.15228e-007		1.14793e-006		0.135276		0.989424		-3.54974		4.1468		
-8.51488e-007		1.19832e-006		0.129135		0.990184		-3.55173		4.14509		
-8.88556e-007		1.24978e-006		0.12299		0.990905		-3.55372		4.14338		
-9.26433e-007		1.30232e-006		0.116839		0.991586		-3.55571		4.14167		
-9.6512e-007		1.35594e-006		0.110684		0.992228		-3.5577		4.13995		
-1.00462e-006		1.41064e-006		0.104524		0.992831		-3.55969		4.13824		
-1.04493e-006		1.46641e-006		0.09836		0.993394		-3.56167		4.13653		
-1.08605e-006		1.52327e-006		0.0921922		0.993918		-3.56366		4.13481		
-1.12799e-006		1.58119e-006		0.0860208		0.994402		-3.56564		4.13309		
-1.17075e-006		1.6402e-006		0.079846		0.994847		-3.56763		4.13138		
-1.21432e-006		1.70028e-006		0.073668		0.995252		-3.56961		4.12966		
-1.25871e-006		1.76143e-006		0.0674871		0.995618		-3.57159		4.12794		
-1.30392e-006		1.82366e-006		0.0613035		0.995944		-3.57358		4.12622		
-1.34995e-006		1.88697e-006		0.0551174		0.996231		-3.57556		4.1245		
-1.39681e-006		1.95135e-006		0.0489292		0.996478		-3.57754		4.12278		
-1.44449e-006		2.0168e-006		0.042739		0.996685		-3.57952		4.12105		
-1.49299e-006		2.08333e-006		0.0365471		0.996853		-3.58149		4.11933		
-1.54231e-006		2.15094e-006		0.0303538		0.996981		-3.58347		4.1176		
-1.59247e-006		2.21961e-006		0.0241592		0.99707		-3.58545		4.11588		
-1.64345e-006		2.28936e-006		0.0179637		0.997119		-3.58742		4.11415		
-1.69526e-006		2.36018e-006		0.0117675		0.997128		-3.5894		4.11242		
-1.7479e-006		2.43207e-006		0.00557075		0.997097		-3.59137		4.11069		
-1.80138e-006		2.50504e-006		-0.000626169		0.997027		-3.59334		4.10896		
-1.85568e-006		2.57908e-006		-0.00682307		0.996917		-3.59532		4.10723		
